"","TXNAME","GENEID","ENTREZID","SYMBOL","TXCHROM"
"346","ENSRNOT00000092584","ENSRNOG00000000479","294286","Kifc1","20"
"347","ENSRNOT00000092247","ENSRNOG00000000480","294287","Phf1","20"
"348","ENSRNOT00000059548","ENSRNOG00000000480","294287","Phf1","20"
"349","ENSRNOT00000092668","ENSRNOG00000000480","294287","Phf1","20"
"350","ENSRNOT00000092650","ENSRNOG00000000480","294287","Phf1","20"
"351","ENSRNOT00000092667","ENSRNOG00000000480","294287","Phf1","20"
"352","ENSRNOT00000091364","ENSRNOG00000000480","294287","Phf1","20"
"353","ENSRNOT00000092254","ENSRNOG00000000480","294287","Phf1","20"
"354","ENSRNOT00000072319","ENSRNOG00000000481","294288","Cuta","20"
"355","ENSRNOT00000092330","ENSRNOG00000000481","294288","Cuta","20"
"356","ENSRNOT00000000568","ENSRNOG00000000481","294288","Cuta","20"
"357","ENSRNOT00000092419","ENSRNOG00000000481","294288","Cuta","20"
"358","ENSRNOT00000092486","ENSRNOG00000000481","294288","Cuta","20"
"359","ENSRNOT00000092407","ENSRNOG00000000481","294288","Cuta","20"
"360","ENSRNOT00000040859","ENSRNOG00000000483","192117","Syngap1","20"
"361","ENSRNOT00000000572","ENSRNOG00000000483","192117","Syngap1","20"
"362","ENSRNOT00000092424","ENSRNOG00000000483","192117","Syngap1","20"
"363","ENSRNOT00000000576","ENSRNOG00000000485","116502","Bak1","20"
"364","ENSRNOT00000092326","ENSRNOG00000000485","116502","Bak1","20"
"365","ENSRNOT00000000577","ENSRNOG00000000486","494520","Ggnbp1","20"
"366","ENSRNOT00000093633","ENSRNOG00000000487","24417","Grm4","20"
"367","ENSRNOT00000083426","ENSRNOG00000000487","24417","Grm4","20"
"368","ENSRNOT00000066115","ENSRNOG00000000487","24417","Grm4","20"
"369","ENSRNOT00000093374","ENSRNOG00000000487","24417","Grm4","20"
"370","ENSRNOT00000000580","ENSRNOG00000000488","117062","Hmga1","20"
"371","ENSRNOT00000033907","ENSRNOG00000000490","81773","Rps10","20"
"372","ENSRNOT00000079933","ENSRNOG00000000491","689210","Spdef","20"
"373","ENSRNOT00000000583","ENSRNOG00000000491","689210","Spdef","20"
"374","ENSRNOT00000000586","ENSRNOG00000000493","361808","Snrpc","20"
"375","ENSRNOT00000049592","ENSRNOG00000000495","309637","Uhrf1bp1","20"
"376","ENSRNOT00000044395","ENSRNOG00000000498","309639","Anks1a","20"
"377","ENSRNOT00000081604","ENSRNOG00000000498","309639","Anks1a","20"
"378","ENSRNOT00000045044","ENSRNOG00000000499","309641","Tcp11","20"
"379","ENSRNOT00000000593","ENSRNOG00000000500","294297","Scube3","20"
"380","ENSRNOT00000000595","ENSRNOG00000000501","361809","Zfp523","20"
"381","ENSRNOT00000084771","ENSRNOG00000000501","361809","Zfp523","20"
"382","ENSRNOT00000000597","ENSRNOG00000000502","309642","Def6","20"
"383","ENSRNOT00000042539","ENSRNOG00000000503","25682","Ppard","20"
"384","ENSRNOT00000083109","ENSRNOG00000000503","25682","Ppard","20"
"385","ENSRNOT00000006191","ENSRNOG00000000504","309643","Fance","20"
"386","ENSRNOT00000000603","ENSRNOG00000000505","81729","Rpl10a","20"
"387","ENSRNOT00000000607","ENSRNOG00000000506","294299","Tead3","20"
"388","ENSRNOT00000066897","ENSRNOG00000000507","309900","Tulp1","20"
"389","ENSRNOT00000000609","ENSRNOG00000000508","294301","Armc12","20"
"390","ENSRNOT00000085996","ENSRNOG00000000510","25680","Clps","20"
"391","ENSRNOT00000000611","ENSRNOG00000000510","25680","Clps","20"
"392","ENSRNOT00000092641","ENSRNOG00000000511","361811","Srpk1","20"
"393","ENSRNOT00000000612","ENSRNOG00000000511","361811","Srpk1","20"
"394","ENSRNOT00000092514","ENSRNOG00000000511","361811","Srpk1","20"
"395","ENSRNOT00000092383","ENSRNOG00000000512","309646","Slc26a8","20"
"396","ENSRNOT00000059264","ENSRNOG00000000512","309646","Slc26a8","20"
"397","ENSRNOT00000092568","ENSRNOG00000000512","309646","Slc26a8","20"
"398","ENSRNOT00000000617","ENSRNOG00000000513","81649","Mapk14","20"
"399","ENSRNOT00000000618","ENSRNOG00000000513","81649","Mapk14","20"
"400","ENSRNOT00000000621","ENSRNOG00000000515","29513","Mapk13","20"
"401","ENSRNOT00000092474","ENSRNOG00000000516","UNKNOWN_ENSRNOG00000000516","UNKNOWN_ENSRNOG00000000516","20"
"402","ENSRNOT00000000623","ENSRNOG00000000516","UNKNOWN_ENSRNOG00000000516","UNKNOWN_ENSRNOG00000000516","20"
"403","ENSRNOT00000092333","ENSRNOG00000000517","294307","Kctd20","20"
"404","ENSRNOT00000092655","ENSRNOG00000000517","294307","Kctd20","20"
"405","ENSRNOT00000000624","ENSRNOG00000000517","294307","Kctd20","20"
"406","ENSRNOT00000092489","ENSRNOG00000000519","361813","Stk38","20"
"407","ENSRNOT00000092400","ENSRNOG00000000519","361813","Stk38","20"
"408","ENSRNOT00000059194","ENSRNOG00000000519","361813","Stk38","20"
"409","ENSRNOT00000092360","ENSRNOG00000000519","361813","Stk38","20"
"410","ENSRNOT00000092453","ENSRNOG00000000519","361813","Stk38","20"
"411","ENSRNOT00000092532","ENSRNOG00000000519","361813","Stk38","20"
"412","ENSRNOT00000092394","ENSRNOG00000000519","361813","Stk38","20"
"413","ENSRNOT00000092404","ENSRNOG00000000519","361813","Stk38","20"
"414","ENSRNOT00000092701","ENSRNOG00000000519","361813","Stk38","20"
"415","ENSRNOT00000092645","ENSRNOG00000000520","361814","Srsf3","20"
"416","ENSRNOT00000092663","ENSRNOG00000000520","361814","Srsf3","20"
"417","ENSRNOT00000000627","ENSRNOG00000000520","361814","Srsf3","20"
"418","ENSRNOT00000091731","ENSRNOG00000000521","114851","Cdkn1a","20"
"419","ENSRNOT00000000628","ENSRNOG00000000521","114851","Cdkn1a","20"
"420","ENSRNOT00000000629","ENSRNOG00000000522","309650","Cpne5","20"
"421","ENSRNOT00000093253","ENSRNOG00000000523","309651","Ppil1","20"
"422","ENSRNOT00000068527","ENSRNOG00000000523","309651","Ppil1","20"
"423","ENSRNOT00000000631","ENSRNOG00000000524","294311","RGD735065","20"
"424","ENSRNOT00000086330","ENSRNOG00000000524","294311","RGD735065","20"
"425","ENSRNOT00000093188","ENSRNOG00000000524","294311","RGD735065","20"
"426","ENSRNOT00000093736","ENSRNOG00000000524","294311","RGD735065","20"
"427","ENSRNOT00000093638","ENSRNOG00000000524","294311","RGD735065","20"
"428","ENSRNOT00000093377","ENSRNOG00000000524","294311","RGD735065","20"
"429","ENSRNOT00000093654","ENSRNOG00000000524","294311","RGD735065","20"
"430","ENSRNOT00000093288","ENSRNOG00000000524","294311","RGD735065","20"
"431","ENSRNOT00000093373","ENSRNOG00000000525","294312","Pi16","20"
"432","ENSRNOT00000000632","ENSRNOG00000000525","294312","Pi16","20"
"433","ENSRNOT00000093209","ENSRNOG00000000525","294312","Pi16","20"
"434","ENSRNOT00000093658","ENSRNOG00000000525","294312","Pi16","20"
"435","ENSRNOT00000000635","ENSRNOG00000000527","294313","Mtch1","20"
"436","ENSRNOT00000093172","ENSRNOG00000000527","294313","Mtch1","20"
"437","ENSRNOT00000093697","ENSRNOG00000000527","294313","Mtch1","20"
"438","ENSRNOT00000093164","ENSRNOG00000000527","294313","Mtch1","20"
"439","ENSRNOT00000041665","ENSRNOG00000000528","309653","Fgd2","20"
"440","ENSRNOT00000000637","ENSRNOG00000000529","24649","Pim1","20"
"441","ENSRNOT00000000639","ENSRNOG00000000531","689755","Ccdc167","20"
"442","ENSRNOT00000083108","ENSRNOG00000000532","309656","Cmtr1","20"
"443","ENSRNOT00000000640","ENSRNOG00000000532","309656","Cmtr1","20"
"444","ENSRNOT00000048845","ENSRNOG00000000536","309659","Mdga1","20"
"445","ENSRNOT00000000649","ENSRNOG00000000540","294318","Btbd9","20"
"446","ENSRNOT00000000650","ENSRNOG00000000541","294320","Glo1","20"
"447","ENSRNOT00000071939","ENSRNOG00000000542","207117","Dnah8","20"
"448","ENSRNOT00000000651","ENSRNOG00000000542","207117","Dnah8","20"
"449","ENSRNOT00000000653","ENSRNOG00000000543","79209","Frk","20"
"450","ENSRNOT00000000657","ENSRNOG00000000546","294456","Nt5dc1","20"
"451","ENSRNOT00000000658","ENSRNOG00000000547","309828","Tspyl4","20"
"452","ENSRNOT00000000660","ENSRNOG00000000549","29544","Tspyl1","20"
"453","ENSRNOT00000000662","ENSRNOG00000000551","294499","Fam241b","20"
"454","ENSRNOT00000046537","ENSRNOG00000000552","499431","Col13a1","20"
"455","ENSRNOT00000085877","ENSRNOG00000000552","499431","Col13a1","20"
"456","ENSRNOT00000000672","ENSRNOG00000000556","294503","Nodal","20"
"457","ENSRNOT00000079584","ENSRNOG00000000557","294504","Ppa1","20"
"458","ENSRNOT00000000674","ENSRNOG00000000557","294504","Ppa1","20"
"459","ENSRNOT00000000673","ENSRNOG00000000557","294504","Ppa1","20"
"460","ENSRNOT00000000675","ENSRNOG00000000559","64107","Npffr1","20"
"461","ENSRNOT00000000676","ENSRNOG00000000560","499430","Lrrc20","20"
"462","ENSRNOT00000078719","ENSRNOG00000000560","499430","Lrrc20","20"
"463","ENSRNOT00000066794","ENSRNOG00000000561","294508","Pald1","20"
"464","ENSRNOT00000065614","ENSRNOG00000000561","294508","Pald1","20"
"465","ENSRNOT00000000681","ENSRNOG00000000562","50669","Prf1","20"
"466","ENSRNOT00000090004","ENSRNOG00000000563","309837","Adamts14","20"
"467","ENSRNOT00000063875","ENSRNOG00000000563","309837","Adamts14","20"
"468","ENSRNOT00000000683","ENSRNOG00000000564","499429","Tbata","20"
"469","ENSRNOT00000047394","ENSRNOG00000000564","499429","Tbata","20"
"470","ENSRNOT00000084391","ENSRNOG00000000565","286896","Sgpl1","20"
"471","ENSRNOT00000065127","ENSRNOG00000000565","286896","Sgpl1","20"
"472","ENSRNOT00000000687","ENSRNOG00000000566","29700","Pcbd1","20"
"473","ENSRNOT00000038537","ENSRNOG00000000567","60630","Unc5b","20"
"474","ENSRNOT00000000689","ENSRNOG00000000568","353307","Slc29a3","20"
"475","ENSRNOT00000057752","ENSRNOG00000000569","690899","Vsir","20"
"476","ENSRNOT00000000696","ENSRNOG00000000571","25524","Psap","20"
"477","ENSRNOT00000000697","ENSRNOG00000000572","84468","Chst3","20"
"478","ENSRNOT00000000700","ENSRNOG00000000574","UNKNOWN_ENSRNOG00000000574","UNKNOWN_ENSRNOG00000000574","20"
"479","ENSRNOT00000000702","ENSRNOG00000000576","100360936","Anapc16","20"
"480","ENSRNOT00000000707","ENSRNOG00000000579","25603","Marcks","20"
"481","ENSRNOT00000000708","ENSRNOG00000000580","499445","Calhm4","20"
"482","ENSRNOT00000064081","ENSRNOG00000000581","361859","Cdc40","20"
"483","ENSRNOT00000087740","ENSRNOG00000000581","361859","Cdc40","20"
"484","ENSRNOT00000077926","ENSRNOG00000000581","361859","Cdc40","20"
"485","ENSRNOT00000000710","ENSRNOG00000000582","685325","Ddo","20"
"486","ENSRNOT00000000713","ENSRNOG00000000583","309804","Cdk19","20"
"487","ENSRNOT00000000715","ENSRNOG00000000585","81640","Amd1","20"
"488","ENSRNOT00000000716","ENSRNOG00000000586","361858","Gtf3c6","20"
"489","ENSRNOT00000000717","ENSRNOG00000000587","294436","Rpf2","20"
"490","ENSRNOT00000000718","ENSRNOG00000000588","170566","Slc16a10","20"
"491","ENSRNOT00000087226","ENSRNOG00000000588","170566","Slc16a10","20"
"492","ENSRNOT00000000720","ENSRNOG00000000589","309809","RGD1310495","20"
"493","ENSRNOT00000057218","ENSRNOG00000000590","337920","Naglt1","20"
"494","ENSRNOT00000057227","ENSRNOG00000000593","309812","Rev3l","20"
"495","ENSRNOT00000077936","ENSRNOG00000000593","309812","Rev3l","20"
"496","ENSRNOT00000000728","ENSRNOG00000000595","361857","Traf3ip2","20"
"497","ENSRNOT00000000733","ENSRNOG00000000596","25150","Fyn","20"
"498","ENSRNOT00000076859","ENSRNOG00000000596","25150","Fyn","20"
"499","ENSRNOT00000085987","ENSRNOG00000000596","25150","Fyn","20"
"500","ENSRNOT00000075922","ENSRNOG00000000596","25150","Fyn","20"
"501","ENSRNOT00000000735","ENSRNOG00000000597","499461","Ccn6","20"
"502","ENSRNOT00000047194","ENSRNOG00000000598","361856","Tube1","20"
"503","ENSRNOT00000000737","ENSRNOG00000000599","309816","Lama4","20"
"504","ENSRNOT00000000742","ENSRNOG00000000604","84577","Hdac2","20"
"505","ENSRNOT00000000743","ENSRNOG00000000605","294449","Hs3st5","20"
"506","ENSRNOT00000067633","ENSRNOG00000000606","690865","Pcdh15","20"
"507","ENSRNOT00000000745","ENSRNOG00000000607","502418","RGD1559903","20"
"508","ENSRNOT00000000748","ENSRNOG00000000609","171458","Ipmk","20"
"509","ENSRNOT00000000749","ENSRNOG00000000610","294362","Cisd1","20"
"510","ENSRNOT00000000750","ENSRNOG00000000611","361831","Ube2d1","20"
"511","ENSRNOT00000000753","ENSRNOG00000000613","83474","Tfam","20"
"512","ENSRNOT00000000754","ENSRNOG00000000614","361832","Bicc1","20"
"513","ENSRNOT00000080846","ENSRNOG00000000614","361832","Bicc1","20"
"514","ENSRNOT00000000767","ENSRNOG00000000618","314180","Mdga2","6"
"515","ENSRNOT00000045110","ENSRNOG00000000620","UNKNOWN_ENSRNOG00000000620","UNKNOWN_ENSRNOG00000000620","X"
"516","ENSRNOT00000000772","ENSRNOG00000000622","690660","Hint1","10"
"517","ENSRNOT00000000780","ENSRNOG00000000630","UNKNOWN_ENSRNOG00000000630","UNKNOWN_ENSRNOG00000000630","20"
"518","ENSRNOT00000000783","ENSRNOG00000000632","54237","Cdk1","20"
"519","ENSRNOT00000086806","ENSRNOG00000000632","54237","Cdk1","20"
"520","ENSRNOT00000081113","ENSRNOG00000000632","54237","Cdk1","20"
"521","ENSRNOT00000000784","ENSRNOG00000000633","309722","Rhobtb1","20"
"522","ENSRNOT00000087085","ENSRNOG00000000633","309722","Rhobtb1","20"
"523","ENSRNOT00000000785","ENSRNOG00000000634","361834","Cabcoco1","20"
"524","ENSRNOT00000076758","ENSRNOG00000000635","309728","Arid5b","20"
"525","ENSRNOT00000000787","ENSRNOG00000000635","309728","Arid5b","20"
"526","ENSRNOT00000076069","ENSRNOG00000000635","309728","Arid5b","20"
"527","ENSRNOT00000068778","ENSRNOG00000000636","309729","Rtkn2","20"
"528","ENSRNOT00000086250","ENSRNOG00000000636","309729","Rtkn2","20"
"529","ENSRNOT00000057992","ENSRNOG00000000638","499425","Zfp365","20"
"530","ENSRNOT00000000791","ENSRNOG00000000639","309732","Ado","20"
"531","ENSRNOT00000000792","ENSRNOG00000000640","114090","Egr2","20"
"532","ENSRNOT00000000794","ENSRNOG00000000641","58839","Nrbf2","20"
"533","ENSRNOT00000067920","ENSRNOG00000000645","294375","Reep3","20"
"534","ENSRNOT00000000804","ENSRNOG00000000648","171120","Jmjd1c","20"
"535","ENSRNOT00000000807","ENSRNOG00000000650","UNKNOWN_ENSRNOG00000000650","UNKNOWN_ENSRNOG00000000650","20"
"536","ENSRNOT00000000812","ENSRNOG00000000653","60349","Nr5a2","13"
"537","ENSRNOT00000000814","ENSRNOG00000000655","24699","Ptprc","13"
"538","ENSRNOT00000029865","ENSRNOG00000000655","24699","Ptprc","13"
"539","ENSRNOT00000029878","ENSRNOG00000000655","24699","Ptprc","13"
"540","ENSRNOT00000060292","ENSRNOG00000000655","24699","Ptprc","13"
"541","ENSRNOT00000064785","ENSRNOG00000000655","24699","Ptprc","13"
"542","ENSRNOT00000090162","ENSRNOG00000000657","360850","Nek7","13"
"543","ENSRNOT00000000817","ENSRNOG00000000657","360850","Nek7","13"
"544","ENSRNOT00000078868","ENSRNOG00000000658","116719","Acacb","12"
"545","ENSRNOT00000067975","ENSRNOG00000000658","116719","Acacb","12"
"546","ENSRNOT00000080557","ENSRNOG00000000658","116719","Acacb","12"
"547","ENSRNOT00000000821","ENSRNOG00000000658","116719","Acacb","12"
"548","ENSRNOT00000079256","ENSRNOG00000000661","304555","Hps4","12"
"549","ENSRNOT00000000824","ENSRNOG00000000661","304555","Hps4","12"
"550","ENSRNOT00000000826","ENSRNOG00000000662","288717","Srrd","12"
"551","ENSRNOT00000000828","ENSRNOG00000000663","288718","Tfip11","12"
"552","ENSRNOT00000000831","ENSRNOG00000000664","288719","Tpst2","12"
"553","ENSRNOT00000052202","ENSRNOG00000000665","114561","Pitpnb","12"
"554","ENSRNOT00000066892","ENSRNOG00000000665","114561","Pitpnb","12"
"555","ENSRNOT00000065060","ENSRNOG00000000691","288736","Foxn4","12"
"556","ENSRNOT00000056865","ENSRNOG00000000692","304577","Ung","12"
"557","ENSRNOT00000000874","ENSRNOG00000000693","171442","Svop","12"
"558","ENSRNOT00000084511","ENSRNOG00000000693","171442","Svop","12"
"559","ENSRNOT00000044751","ENSRNOG00000000695","304580","Ssh1","12"
"560","ENSRNOT00000000886","ENSRNOG00000000697","501841","Coro1c","12"
"561","ENSRNOT00000000888","ENSRNOG00000000699","363930","Selplg","12"
"562","ENSRNOT00000000889","ENSRNOG00000000700","304581","Tmem119","12"
"563","ENSRNOT00000000890","ENSRNOG00000000701","288740","Iscu","12"
"564","ENSRNOT00000000891","ENSRNOG00000000702","304582","Sart3","12"
"565","ENSRNOT00000000893","ENSRNOG00000000704","60669","Cmklr1","12"
"566","ENSRNOT00000000898","ENSRNOG00000000708","288743","Sgsm1","12"
"567","ENSRNOT00000000903","ENSRNOG00000000713","UNKNOWN_ENSRNOG00000000713","UNKNOWN_ENSRNOG00000000713","11"
"568","ENSRNOT00000000905","ENSRNOG00000000715","25517","Pou1f1","11"
"569","ENSRNOT00000000907","ENSRNOG00000000716","60448","Htr1f","11"
"570","ENSRNOT00000000909","ENSRNOG00000000718","288353","Cggbp1","11"
"571","ENSRNOT00000000911","ENSRNOG00000000720","304176","MGC95208","11"
"572","ENSRNOT00000080987","ENSRNOG00000000723","309607","RT1-CE5","20"
"573","ENSRNOT00000060980","ENSRNOG00000000723","309607","RT1-CE5","20"
"574","ENSRNOT00000000953","ENSRNOG00000000726","294138","Olr1671","20"
"575","ENSRNOT00000000955","ENSRNOG00000000728","294141","Clic2","20"
"576","ENSRNOT00000076655","ENSRNOG00000000729","170898","Tmlhe","20"
"577","ENSRNOT00000076901","ENSRNOG00000000729","170898","Tmlhe","20"
"578","ENSRNOT00000049573","ENSRNOG00000000729","170898","Tmlhe","20"
"579","ENSRNOT00000000973","ENSRNOG00000000746","294159","Olr1695","20"
"580","ENSRNOT00000000974","ENSRNOG00000000747","406008","Olr1694","20"
"581","ENSRNOT00000000975","ENSRNOG00000000748","UNKNOWN_ENSRNOG00000000748","UNKNOWN_ENSRNOG00000000748","20"
"582","ENSRNOT00000000976","ENSRNOG00000000749","365523","Olr1693","20"
"583","ENSRNOT00000000986","ENSRNOG00000000759","294187","Olr1730","20"
"584","ENSRNOT00000000990","ENSRNOG00000000763","24747","RT1-M3-1","20"
"585","ENSRNOT00000080622","ENSRNOG00000000763","24747","RT1-M3-1","20"
"586","ENSRNOT00000088763","ENSRNOG00000000763","24747","RT1-M3-1","20"
"587","ENSRNOT00000000992","ENSRNOG00000000765","294197","Olr1743","20"
"588","ENSRNOT00000000994","ENSRNOG00000000767","UNKNOWN_ENSRNOG00000000767","UNKNOWN_ENSRNOG00000000767","20"
"589","ENSRNOT00000000995","ENSRNOG00000000768","29168","Ubd","20"
"590","ENSRNOT00000079061","ENSRNOG00000000768","29168","Ubd","20"
"591","ENSRNOT00000088396","ENSRNOG00000000774","81657","Gabbr1","20"
"592","ENSRNOT00000051634","ENSRNOG00000000774","81657","Gabbr1","20"
"593","ENSRNOT00000040232","ENSRNOG00000000774","81657","Gabbr1","20"
"594","ENSRNOT00000085050","ENSRNOG00000000774","81657","Gabbr1","20"
"595","ENSRNOT00000090937","ENSRNOG00000000774","81657","Gabbr1","20"
"596","ENSRNOT00000084582","ENSRNOG00000000774","81657","Gabbr1","20"
"597","ENSRNOT00000087524","ENSRNOG00000000774","81657","Gabbr1","20"
"598","ENSRNOT00000090936","ENSRNOG00000000774","81657","Gabbr1","20"
"599","ENSRNOT00000082545","ENSRNOG00000000774","81657","Gabbr1","20"
"600","ENSRNOT00000089485","ENSRNOG00000000774","81657","Gabbr1","20"
"601","ENSRNOT00000078531","ENSRNOG00000000774","81657","Gabbr1","20"
"602","ENSRNOT00000079445","ENSRNOG00000000774","81657","Gabbr1","20"
"603","ENSRNOT00000001008","ENSRNOG00000000775","24558","Mog","20"
"604","ENSRNOT00000001036","ENSRNOG00000000777","294228","RT1-S3","20"
"605","ENSRNOT00000082116","ENSRNOG00000000777","294228","RT1-S3","20"
"606","ENSRNOT00000080381","ENSRNOG00000000778","499401","Znrd1as1","20"
"607","ENSRNOT00000089216","ENSRNOG00000000778","499401","Znrd1as1","20"
"608","ENSRNOT00000086937","ENSRNOG00000000778","499401","Znrd1as1","20"
"609","ENSRNOT00000077991","ENSRNOG00000000778","499401","Znrd1as1","20"
"610","ENSRNOT00000001011","ENSRNOG00000000778","499401","Znrd1as1","20"
"611","ENSRNOT00000085106","ENSRNOG00000000778","499401","Znrd1as1","20"
"612","ENSRNOT00000090910","ENSRNOG00000000778","499401","Znrd1as1","20"
"613","ENSRNOT00000088308","ENSRNOG00000000778","499401","Znrd1as1","20"
"614","ENSRNOT00000091225","ENSRNOG00000000778","499401","Znrd1as1","20"
"615","ENSRNOT00000092691","ENSRNOG00000000778","499401","Znrd1as1","20"
"616","ENSRNOT00000083413","ENSRNOG00000000778","499401","Znrd1as1","20"
"617","ENSRNOT00000001012","ENSRNOG00000000779","361784","Znrd1","20"
"618","ENSRNOT00000079021","ENSRNOG00000000779","361784","Znrd1","20"
"619","ENSRNOT00000087098","ENSRNOG00000000779","361784","Znrd1","20"
"620","ENSRNOT00000077405","ENSRNOG00000000779","361784","Znrd1","20"
"621","ENSRNOT00000085900","ENSRNOG00000000779","361784","Znrd1","20"
"622","ENSRNOT00000001013","ENSRNOG00000000780","294207","Ppp1r11","20"
"623","ENSRNOT00000078362","ENSRNOG00000000780","294207","Ppp1r11","20"
"624","ENSRNOT00000088757","ENSRNOG00000000780","294207","Ppp1r11","20"
"625","ENSRNOT00000001014","ENSRNOG00000000781","171387","Rnf39","20"
"626","ENSRNOT00000084548","ENSRNOG00000000781","171387","Rnf39","20"
"627","ENSRNOT00000080122","ENSRNOG00000000781","171387","Rnf39","20"
"628","ENSRNOT00000001016","ENSRNOG00000000782","294210","Trim10","20"
"629","ENSRNOT00000029070","ENSRNOG00000000783","365528","Trim40","20"
